REVIEW_ID,USER_ID,RATING,REVIEW_TITLE,REVIEW_TEXT,REVIEW_DATE
39,1262,3,特に問題なし,可もなく不可もなくといったところです。選択肢の一つとしてはアリだと思います。,2024-12-09
40,1928,2,少し残念,借りた自転車のチェーンが外れかかっていて、キーキーと音が鳴り不快でした。安全面が心配です。,2025-03-26
41,1018,1,信じられない,ステーションでロックを解除できず、結局乗ることができませんでした。時間とお金の無駄でした。,2025-04-25
42,1454,5,最高の体験！,料金体系が明確で安心して利用できます。電動アシスト付きのモデルは坂道も楽々で感動しました。,2025-02-26
43,1081,1,二度と使いません,雨の中、故障した自転車しか残っておらず、本当に最悪でした。ユーザーのことを考えているとは思えません。,2024-12-14
44,1129,2,がっかりしました,借りた自転車のチェーンが外れかかっていて、キーキーと音が鳴り不快でした。安全面が心配です。,2025-02-06
45,1411,2,改善を期待します,借りた自転車のチェーンが外れかかっていて、キーキーと音が鳴り不快でした。安全面が心配です。,2025-08-20
46,1433,5,最高の体験！,夜景を見ながらのサイクリングは格別でした。こんなに手軽に非日常を味わえるなんて素晴らしい。,2024-11-08
47,1596,3,こんなものかな,時間帯によっては空いている自転車が全くないことがあります。需要予測の精度を上げてほしい。,2025-07-26
48,1230,2,少し残念,借りた自転車のチェーンが外れかかっていて、キーキーと音が鳴り不快でした。安全面が心配です。,2025-03-28
49,1313,5,素晴らしいサービス,夜景を見ながらのサイクリングは格別でした。こんなに手軽に非日常を味わえるなんて素晴らしい。,2024-12-08
50,1096,4,また利用したい,目的地のすぐ近くにステーションがあり、非常に便利でした。街の散策が楽しくなります。,2025-03-03
51,1024,4,また利用したい,初めて利用しましたが、登録から返却までスムーズにできました。また使いたいと思います。,2025-01-10
52,1885,4,快適な移動手段,初めて利用しましたが、登録から返却までスムーズにできました。また使いたいと思います。,2025-07-17
53,1006,1,返金してほしい,ステーションでロックを解除できず、結局乗ることができませんでした。時間とお金の無駄でした。,2024-12-14
54,1955,2,少し残念,カスタマーサポートの電話が全く繋がりませんでした。緊急時の対応に不安が残ります。,2025-02-07
55,1214,2,あまり良くない,カスタマーサポートの電話が全く繋がりませんでした。緊急時の対応に不安が残ります。,2025-03-29
56,1472,4,満足です,手軽に運動不足を解消できて助かっています。健康的なライフスタイルに貢献してくれますね。,2025-01-26
57,1380,1,信じられない,雨の中、故障した自転車しか残っておらず、本当に最悪でした。ユーザーのことを考えているとは思えません。,2025-09-06
58,1791,5,素晴らしいサービス,友人にも自信を持って勧められるサービスです。サポートの対応も迅速で丁寧でした。,2024-10-09
59,1098,3,普通でした,時間帯によっては空いている自転車が全くないことがあります。需要予測の精度を上げてほしい。,2024-12-24
60,1883,4,良いサービスだと思います,手軽に運動不足を解消できて助かっています。健康的なライフスタイルに貢献してくれますね。,2025-04-06
61,1832,2,あまり良くない,返却したはずなのに、アプリ上で利用が継続されていて焦りました。システムエラーでしょうか。,2025-09-22
62,1517,3,まあまあです,時間帯によっては空いている自転車が全くないことがあります。需要予測の精度を上げてほしい。,2025-06-17
63,1357,1,二度と使いません,雨の中、故障した自転車しか残っておらず、本当に最悪でした。ユーザーのことを考えているとは思えません。,2025-03-08
64,1838,5,最高の体験！,夜景を見ながらのサイクリングは格別でした。こんなに手軽に非日常を味わえるなんて素晴らしい。,2025-01-09
65,1136,2,少し残念,返却したはずなのに、アプリ上で利用が継続されていて焦りました。システムエラーでしょうか。,2025-06-01
66,1259,1,ひどい,全く身に覚えのない高額な延長料金を請求されました。システムのバグとしか思えません。二度と使いません。,2025-09-18
67,1926,2,トラブルがありました,カスタマーサポートの電話が全く繋がりませんでした。緊急時の対応に不安が残ります。,2025-06-17
68,1602,3,こんなものかな,ごく普通の自転車でした。期待以上でも以下でもありません。急いでいる時には便利です。,2025-03-01
69,1158,5,文句なしの満点です,夜景を見ながらのサイクリングは格別でした。こんなに手軽に非日常を味わえるなんて素晴らしい。,2024-12-19
70,1692,2,あまり良くない,アプリの地図が不正確で、ステーションを見つけるのに苦労しました。もう少し精度を上げてほしい。,2025-03-11
71,1770,3,こんなものかな,ごく普通の自転車でした。期待以上でも以下でもありません。急いでいる時には便利です。,2025-03-08
72,1553,3,まあまあです,ごく普通の自転車でした。期待以上でも以下でもありません。急いでいる時には便利です。,2025-06-07
73,1726,3,可もなく不可もなく,利用料金が少し高いように感じました。もう少し安ければ、もっと頻繁に使うのですが。,2025-01-21
74,1001,3,こんなものかな,タイヤの空気が少し抜けているようでした。利用前に自分でチェックする必要がありそうです。,2025-01-27
75,1783,5,素晴らしいサービス,アプリの操作も簡単で、すぐに自転車を見つけられました。最高のサイクリング日和になりました。,2024-10-31
76,1482,3,特に問題なし,時間帯によっては空いている自転車が全くないことがあります。需要予測の精度を上げてほしい。,2025-10-04
77,1900,4,とても便利でした,概ね満足ですが、サドルの高さ調整が少し硬かったです。それ以外は問題ありませんでした。,2024-11-24
78,1011,3,特に問題なし,ごく普通の自転車でした。期待以上でも以下でもありません。急いでいる時には便利です。,2025-04-06
79,1571,5,文句なしの満点です,メンテナンスが行き届いており、非常に快適な乗り心地でした。都市観光には欠かせないツールです。,2025-05-07
80,1488,1,信じられない,ウェブサイトに記載されている料金と、実際に請求された金額が違いました。これは問題だと思います。,2025-05-28
81,1066,3,特に問題なし,利用料金が少し高いように感じました。もう少し安ければ、もっと頻繁に使うのですが。,2025-04-29
82,1095,4,また利用したい,目的地のすぐ近くにステーションがあり、非常に便利でした。街の散策が楽しくなります。,2025-09-04
83,1545,4,満足です,初めて利用しましたが、登録から返却までスムーズにできました。また使いたいと思います。,2024-12-06
84,1826,1,返金してほしい,走行中にペダルが外れ、危うく大怪我をするところでした。安全管理はどうなっているのでしょうか。,2024-11-24
85,1334,4,満足です,初めて利用しましたが、登録から返却までスムーズにできました。また使いたいと思います。,2024-10-23
86,1014,3,普通でした,利用料金が少し高いように感じました。もう少し安ければ、もっと頻繁に使うのですが。,2025-08-02
87,1093,3,まあまあです,可もなく不可もなくといったところです。選択肢の一つとしてはアリだと思います。,2025-02-10
88,1707,1,二度と使いません,全く身に覚えのない高額な延長料金を請求されました。システムのバグとしか思えません。二度と使いません。,2025-01-31
89,1451,1,最悪の体験,ステーションでロックを解除できず、結局乗ることができませんでした。時間とお金の無駄でした。,2025-03-04
90,1148,1,最悪の体験,走行中にペダルが外れ、危うく大怪我をするところでした。安全管理はどうなっているのでしょうか。,2025-01-17
91,1939,5,最高の体験！,夜景を見ながらのサイクリングは格別でした。こんなに手軽に非日常を味わえるなんて素晴らしい。,2025-08-12
92,1643,2,あまり良くない,カスタマーサポートの電話が全く繋がりませんでした。緊急時の対応に不安が残ります。,2025-10-02
93,1254,4,とても便利でした,目的地のすぐ近くにステーションがあり、非常に便利でした。街の散策が楽しくなります。,2025-07-27
94,1735,4,満足です,手軽に運動不足を解消できて助かっています。健康的なライフスタイルに貢献してくれますね。,2025-02-16
95,1654,3,特に問題なし,ごく普通の自転車でした。期待以上でも以下でもありません。急いでいる時には便利です。,2025-02-09
96,1229,1,返金してほしい,走行中にペダルが外れ、危うく大怪我をするところでした。安全管理はどうなっているのでしょうか。,2025-09-29
97,1844,4,また利用したい,手軽に運動不足を解消できて助かっています。健康的なライフスタイルに貢献してくれますね。,2025-06-14
98,1808,2,トラブルがありました,カスタマーサポートの電話が全く繋がりませんでした。緊急時の対応に不安が残ります。,2024-12-02
99,1879,5,絶対にまた使います,メンテナンスが行き届いており、非常に快適な乗り心地でした。都市観光には欠かせないツールです。,2025-07-08
